person_party_id,start_dt,end_dt,next_start_dt,program_start_date,program_end_date,program_exit_code,cms_user_ext_id,final_term,credential,term_length,prior_cum_credits_not_completed,full_part_time,term_attempted_credits,on_campus,delta_unmet_need,unmet_need,prior_term_earned_credits,prior_total_credit_hours,high_school_gpa,term_start_month,prior_term_start_month,prior_full_part_time,primary_major,prior_term_fraction_completed_credits,transfer,prior_term_gpa,admitted_zip_code,prior_cumulative_gpa,time_at_institution,prediction,outcome
1063163,1/29/14,5/15/14,8/27/14,8/28/13,5/8/14,2,390034,FALSE,BS,106,0,Full-time,14.5,TRUE,,0,2,22,3.071,Jan,Jan,Part-time,UND,1,FALSE,0.7,46069,2.088,0.42,0.744364115,1
1063163,1/6/15,1/26/15,1/29/15,5/8/14,,,390034,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,15.25,51.75,3.071,Jan,Aug,Full-time,MRKT,1.01,FALSE,2.4,46069,2.288,1.35,0.992606533,1
1063164,8/28/13,12/13/13,1/3/14,8/28/13,10/21/13,2,390047,FALSE,BS,107,,Full-time,12.5,TRUE,,470,,,3.015,Aug,Unknown,Unknown,CPTSC,,FALSE,,46122,,0,0.983706938,1
1063165,1/3/14,1/23/14,1/29/14,8/28/13,4/10/15,2,390056,FALSE,BS,20,0,Full-time,3,FALSE,,,13.5,19.5,3.295,Jan,Aug,Full-time,EXFT,1,FALSE,2.881,46112,2.881,0.35,0.99276297,1
1063165,1/29/14,5/15/14,8/27/14,8/28/13,4/10/15,2,390056,FALSE,BS,106,0,Full-time,13,TRUE,,0,3,22.5,3.295,Jan,Jan,Full-time,EXFT,1,FALSE,3.3,46112,2.958,0.42,0.902404001,1
1063167,1/3/14,1/23/14,1/29/14,8/28/13,3/26/15,2,390205,FALSE,BA,20,0,Full-time,3,FALSE,,,15,15,3.414,Jan,Aug,Full-time,SPMT,1,FALSE,3.28,46158,3.28,0.35,0.965262129,1
1063167,8/27/14,12/12/14,1/6/15,8/28/13,3/26/15,2,390205,FALSE,BA,107,-0.25,Full-time,15,TRUE,0,0,15.25,33.25,3.414,Aug,Jan,Full-time,SPMT,1.01,FALSE,3.4,46158,3.245,0.99,0.996606748,1
1063169,1/29/14,5/15/14,8/27/14,8/28/13,4/2/14,2,390243,FALSE,BS,106,0,Full-time,14.5,TRUE,,5396,3,17,2.626,Jan,Jan,Full-time,BIOCH,1,FALSE,2.7,46628,2.347,0.42,0.808119364,1
1063169,8/26/15,12/11/15,1/4/16,4/2/14,,,390243,FALSE,BS,107,3.25,Full-time,13,TRUE,0,0,14.25,60.25,2.626,Aug,Jan,Full-time,EXFT,0.95,FALSE,1.707,46628,1.991,1.99,0.983706915,1
1063170,1/6/15,1/26/15,1/29/15,5/14/14,,,390247,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,14.25,54.75,3.36,Jan,Aug,Full-time,CHEM,1.01,FALSE,3.564,46077,3.467,1.35,0.996606763,1
1063170,1/4/16,1/22/16,1/27/16,5/14/14,,,390247,FALSE,BS,18,-0.5,Full-time,3,FALSE,,,15,89.5,3.36,Jan,Aug,Full-time,CHEM,1,FALSE,3.68,46077,3.501,2.35,0.997638914,1
1063171,8/27/14,12/12/14,1/6/15,8/28/13,5/14/15,2,390261,FALSE,BS,107,-0.25,Full-time,15,TRUE,1000,6500,15.25,34.25,3.713,Aug,Jan,Full-time,PPHRM,1.01,FALSE,3.327,75050,3.141,0.99,0.99487548,1
1063172,1/29/14,5/15/14,8/27/14,8/28/13,,,390265,FALSE,BS,106,0,Full-time,13,TRUE,,0,3,34,3.94,Jan,Jan,Full-time,ATRN,1,FALSE,4,46741,3.456,0.42,0.927194684,1
1063172,1/6/15,1/26/15,1/29/15,8/28/13,,,390265,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,15,62.25,3.94,Jan,Aug,Full-time,ATRN,1,FALSE,3.493,46741,3.557,1.35,0.993426629,1
1063172,1/29/15,5/14/15,8/26/15,8/28/13,,,390265,FALSE,BS,105,-0.25,Full-time,16,TRUE,,0,3,65.25,3.94,Jan,Jan,Full-time,ATRN,1,FALSE,4,46741,3.584,1.42,0.972156837,1
1063173,8/28/13,12/13/13,1/3/14,,,,390266,FALSE,Unknown,107,,Full-time,15.5,TRUE,,0,,,3.388,Aug,Unknown,Unknown,,,FALSE,,46733,,0,0.994875492,1
1063173,1/29/14,5/15/14,8/27/14,,,,390266,FALSE,Unknown,106,0,Full-time,14,TRUE,,0,3,30.5,3.388,Jan,Jan,Full-time,,1,FALSE,2,46733,2.865,0.42,0.861463992,1
1063173,8/27/14,12/12/14,1/6/15,9/1/14,3/20/15,2,390266,FALSE,BS,107,-0.25,Full-time,15,TRUE,0,0,14.25,44.75,3.388,Aug,Jan,Full-time,GBUS,1.01,FALSE,2.286,46733,2.615,0.99,0.996606758,1
1063174,1/29/14,5/15/14,,8/28/13,8/25/14,4,390272,TRUE,BS,106,0,Full-time,13,TRUE,,5500,3,26,3.34,Jan,Jan,Full-time,CHEM,1,FALSE,2,49112,2.006,0.42,0.711056755,0
1063175,1/29/14,5/15/14,,8/28/13,,,390316,TRUE,BS,106,1,Full-time,13,TRUE,,0,3,16,2.837,Jan,Jan,Full-time,ATRN,1,FALSE,1.7,43517,1.171,0.42,0.380939856,0
1063176,8/28/13,12/13/13,1/3/14,8/28/13,,,390336,FALSE,BS,107,,Full-time,14,TRUE,,0,,,2.968,Aug,Unknown,Unknown,SPMT,,FALSE,,46072,,0,0.993426666,1
1063176,1/3/14,1/23/14,1/29/14,8/28/13,,,390336,FALSE,BS,20,0,Part-time,2,FALSE,,,14,14,2.968,Jan,Aug,Full-time,SPMT,1,FALSE,1.893,46072,1.893,0.35,0.93311547,1
1063179,8/28/13,12/13/13,1/3/14,8/28/13,4/7/15,2,390403,FALSE,BS,107,,Full-time,14.5,TRUE,,0,,,3.122,Aug,Unknown,Unknown,EDUPE,,FALSE,,46526,,0,0.983748183,1
1063179,1/29/14,5/15/14,8/27/14,8/28/13,4/7/15,2,390403,FALSE,BS,106,0,Full-time,13,TRUE,,0,3,17.5,3.122,Jan,Jan,Full-time,EDUPE,1,FALSE,3,46526,2.194,0.42,0.80811935,1
1063179,8/27/14,12/12/14,1/6/15,8/28/13,4/7/15,2,390403,FALSE,BS,107,0,Full-time,15,TRUE,1,1,13,30.5,3.122,Aug,Jan,Full-time,EDUPE,1,FALSE,1.862,46526,2.052,0.99,0.982299388,1
1063179,8/26/15,12/11/15,1/27/16,4/7/15,,,390403,FALSE,BS,107,-0.25,Full-time,12,TRUE,-1,0,12.5,61.25,3.122,Aug,Jan,Full-time,CRJST,1,FALSE,2.464,46526,2.057,1.99,0.992798185,1
1063181,1/3/14,1/23/14,1/29/14,,,,390424,FALSE,Unknown,20,0,Full-time,3,FALSE,,,14,14,2.88,Jan,Aug,Full-time,,1,FALSE,2.679,46750,2.679,0.35,0.992606536,1
1063181,1/29/15,5/14/15,8/26/15,,,,390424,FALSE,Unknown,105,7,Full-time,15,FALSE,,0,3,39,2.88,Jan,Jan,Full-time,,1,FALSE,1.7,46750,2.083,1.42,0.857823581,1
1063183,1/29/14,5/15/14,8/27/14,,,,390450,FALSE,Unknown,106,0,Full-time,15,TRUE,,0,3,19,3.29,Jan,Jan,Full-time,,1,FALSE,4,46355,3.705,0.42,0.917923838,1
1063183,1/29/15,5/14/15,8/26/15,,,,390450,FALSE,Unknown,105,-0.25,Full-time,15.5,TRUE,,0,3,52.25,3.29,Jan,Jan,Full-time,,1,FALSE,4,46355,3.579,1.42,0.983748156,1
1063184,8/28/13,12/13/13,1/3/14,8/28/13,1/10/14,2,390477,FALSE,BS,107,,Full-time,15,TRUE,,21155,,,3.226,Aug,Unknown,Unknown,BIOCH,,FALSE,,47905,,0,0.223760209,1
1063186,1/3/14,1/23/14,1/29/14,8/28/13,,,390481,FALSE,BA,20,2.75,Full-time,3,FALSE,,,12.25,12.25,3.31,Jan,Aug,Full-time,CRJST,0.81,FALSE,2.687,47201,2.687,0.35,0.975498936,1
1063187,1/3/14,1/23/14,1/29/14,8/28/13,,,390482,FALSE,BS,20,0,Full-time,3,FALSE,,,14,14,3.27,Jan,Aug,Full-time,UND,1,FALSE,2.471,46617,2.471,0.35,0.985518979,1
1063187,1/29/14,5/15/14,,8/28/13,,,390482,TRUE,BS,106,0,Full-time,15,TRUE,,5500,3,17,3.27,Jan,Jan,Full-time,UND,1,FALSE,2.3,46617,2.441,0.42,0.829277098,0
1063188,1/29/14,5/15/14,8/27/14,1/15/14,4/17/15,2,390484,FALSE,BS,106,0,Full-time,14,TRUE,,0,3,15,,Jan,Jan,Full-time,ENGR,1,FALSE,3,,2.653,0.42,0.74351428,1
1063188,1/29/15,5/14/15,8/26/15,1/15/14,4/17/15,2,390484,FALSE,BS,105,-0.25,Full-time,14,TRUE,,0,3,47.75,,Jan,Jan,Full-time,ENGR,1,FALSE,2,,2.571,1.42,0.908407579,1
1063188,8/26/15,12/11/15,1/4/16,4/17/15,,,390484,FALSE,BS,107,-0.5,Full-time,15,FALSE,0,0,14.25,62,,Aug,Jan,Full-time,PHYS,1.01,FALSE,2.893,,2.644,1.99,0.992606515,1
1063188,1/4/16,1/22/16,1/27/16,4/17/15,,,390484,FALSE,BS,18,-0.5,Full-time,4,FALSE,,,15,77,,Jan,Aug,Full-time,PHYS,1,FALSE,2.787,,2.672,2.35,0.989292375,1
1063189,1/29/14,5/15/14,8/27/14,2/5/14,4/10/15,2,390545,FALSE,BA,106,0,Full-time,15.5,TRUE,,0,3,21,2.96,Jan,Jan,Full-time,ENVSC,1,FALSE,4,46902,2.339,0.42,0.846019464,1
1063189,8/27/14,12/12/14,1/6/15,2/5/14,4/10/15,2,390545,FALSE,BA,107,0,Full-time,14,TRUE,1677,1677,15.5,36.5,2.96,Aug,Jan,Full-time,ENVSC,1,FALSE,2.6,46902,2.46,0.99,0.992606545,1
1063189,8/26/15,12/11/15,1/4/16,4/10/15,,,390545,FALSE,BS,107,2.5,Full-time,14,TRUE,-1677,0,13.75,64.5,2.96,Aug,Jan,Full-time,ENVSC,1.01,FALSE,2.519,46902,2.339,1.99,0.997638929,1
1063190,8/28/13,12/13/13,1/3/14,,,,390566,FALSE,Unknown,107,,Full-time,13,TRUE,,7371,,,2.815,Aug,Unknown,Unknown,,,FALSE,,46219,,0,0.829745686,1
1063190,1/29/15,5/14/15,8/31/16,,,,390566,FALSE,Unknown,105,2.75,Full-time,12.5,TRUE,,6680,3,42.25,2.815,Jan,Jan,Full-time,,1,FALSE,3.3,46219,2.071,1.42,0.846019428,0
1063192,8/28/13,12/13/13,1/29/14,8/28/13,,,390590,FALSE,BS,107,,Full-time,15,TRUE,,0,,,3.37,Aug,Unknown,Unknown,BIOCH,,FALSE,,46614,,0,0.993426646,1
1063192,1/29/14,5/15/14,8/27/14,8/28/13,,,390590,FALSE,BS,106,0,Full-time,12,TRUE,0,0,15,26,3.37,Jan,Aug,Full-time,BIOCH,1,FALSE,2.753,46614,2.753,0.42,0.920009527,1
1063192,1/29/15,5/14/15,8/26/15,8/28/13,,,390590,FALSE,BS,105,2.75,Full-time,13.5,TRUE,,0,3.5,54.25,3.37,Jan,Jan,Full-time,BIOCH,1,FALSE,3.743,46614,2.53,1.42,0.954318193,1
1063193,8/26/15,12/11/15,1/4/16,,,,390593,FALSE,Unknown,107,0,Full-time,17,TRUE,0,0,15,43.5,3.263,Aug,Jan,Full-time,,1,TRUE,3.247,46614,3.134,0.99,0.993620468,1
1063194,1/29/15,5/14/15,8/26/15,8/27/14,3/29/16,2,390598,FALSE,BA,105,0,Full-time,15,TRUE,,0,3,20,3.526,Jan,Jan,Full-time,EDELM,1,FALSE,3,46077,3.119,0.42,0.908407621,1
1063197,8/28/13,12/13/13,1/3/14,8/28/13,,,390612,FALSE,BS,107,,Full-time,15,TRUE,,0,,,3.644,Aug,Unknown,Unknown,BIOCH,,FALSE,,47374,,0,0.994875497,1
1063197,8/27/14,12/12/14,1/6/15,8/28/13,,,390612,FALSE,BS,107,-0.25,Full-time,14,TRUE,0,0,14.25,38.25,3.644,Aug,Jan,Full-time,BIOCH,1.01,FALSE,3.1,47374,3.338,0.99,0.996816559,1
1063197,8/26/15,12/11/15,1/4/16,8/28/13,,,390612,FALSE,BS,107,-0.5,Full-time,14.5,TRUE,0,0,14.25,69.5,3.644,Aug,Jan,Full-time,BIOCH,1.01,FALSE,2.429,47374,2.881,1.99,0.997638916,1
1063199,1/3/14,1/23/14,1/29/14,8/28/13,6/2/16,1,390616,FALSE,BS,20,0,Full-time,3,FALSE,,,15,36.5,,Jan,Aug,Full-time,EDUEN,1,TRUE,3.38,46962,3.38,0.35,0.986412185,1
1063199,1/29/14,5/15/14,7/3/14,8/28/13,6/2/16,1,390616,FALSE,BS,106,0,Full-time,15.5,FALSE,,3200,3,39.5,,Jan,Jan,Full-time,EDUEN,1,TRUE,4,46962,3.483,0.42,0.868205548,1
1063199,1/6/15,1/26/15,1/29/15,8/28/13,6/2/16,1,390616,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,15.5,79.75,,Jan,Aug,Full-time,EDUEN,1,TRUE,3.168,46962,3.285,1.35,0.992762959,1
1063199,8/26/15,12/11/15,1/4/16,8/28/13,6/2/16,1,390616,FALSE,BS,107,-0.5,Full-time,18,FALSE,1924,6503,15.75,98.5,,Aug,Jan,Full-time,EDUEN,1.01,TRUE,3.352,46962,3.3,1.99,0.993426634,1
1063199,1/4/16,1/22/16,1/27/16,8/28/13,6/2/16,1,390616,FALSE,BS,18,-0.5,Full-time,3,FALSE,,,18,116.5,,Jan,Aug,Full-time,EDUEN,1,TRUE,3.067,46962,3.253,2.35,0.993426645,1
1063202,1/3/14,1/23/14,1/29/14,8/28/13,1/26/15,4,390694,FALSE,BS,20,0,Full-time,3,FALSE,,,15,23,3,Jan,Aug,Full-time,PPHRM,1,FALSE,3.507,46804,3.507,0.35,0.989292392,1
1063202,8/27/14,12/12/14,1/6/15,8/28/13,1/26/15,4,390694,FALSE,BS,107,10,Full-time,14,FALSE,18245,18245,4,30,3,Aug,Jan,Full-time,PPHRM,0.28,FALSE,0.629,46804,2.2,0.99,0.382327421,1
1063203,8/28/13,12/13/13,1/3/14,8/28/13,,,390713,FALSE,BS,107,,Full-time,15,TRUE,,3150,,,3.428,Aug,Unknown,Unknown,UND,,FALSE,,46635,,0,0.990036986,1
1063204,1/6/15,1/26/15,1/29/15,8/27/14,,,390722,FALSE,BA,20,0,Part-time,2,FALSE,,,16,26,4.043,Jan,Aug,Full-time,MGMT,1,FALSE,3.419,44276,3.419,0.36,0.982299374,1
1063204,8/26/15,12/11/15,1/4/16,8/27/14,,,390722,FALSE,BA,107,-0.25,Full-time,12.5,TRUE,0,0,12.75,40.75,4.043,Aug,Jan,Full-time,MGMT,1.02,FALSE,2.824,44276,3.213,0.99,0.992762948,1
1063204,1/4/16,1/22/16,1/27/16,8/27/14,,,390722,FALSE,BA,18,-0.5,Full-time,3,FALSE,,,12.75,53.5,4.043,Jan,Aug,Full-time,MGMT,1.02,FALSE,2.968,44276,3.142,1.35,0.987080627,1
1063205,8/28/13,12/13/13,1/3/14,,,,390729,FALSE,Unknown,107,,Full-time,12,TRUE,,0,,,2.613,Aug,Unknown,Unknown,,,FALSE,,46628,,0,0.970601112,1
1063205,1/29/14,5/15/14,8/27/14,1/15/14,4/8/15,2,390729,FALSE,BS,106,0,Full-time,15,TRUE,,0,3,15,2.613,Jan,Jan,Full-time,UND,1,FALSE,3,46628,1.933,0.42,0.618322463,1
1063205,8/26/15,12/11/15,1/4/16,4/8/15,,,390729,FALSE,BS,107,-0.5,Full-time,13,TRUE,0,0,15.25,60.5,2.613,Aug,Jan,Full-time,POSC,1.01,FALSE,2.26,46628,2.155,1.99,0.997638951,1
1063206,8/28/13,12/13/13,1/3/14,8/28/13,11/13/13,2,390748,FALSE,BS,107,,Part-time,10,TRUE,,500,,,2.886,Aug,Unknown,Unknown,BIOCH,,FALSE,,46804,,0,0.908389957,1
1063207,8/28/13,12/13/13,1/3/14,8/28/13,,,390750,FALSE,BS,107,,Full-time,14,TRUE,,0,,,2.99,Aug,Unknown,Unknown,ACCT,,FALSE,,46530,,0,0.992606544,1
1063209,1/6/15,1/26/15,1/29/15,8/28/13,2/2/16,2,390779,FALSE,BS,20,0,Part-time,0.5,FALSE,,,14,43.5,3.396,Jan,Aug,Full-time,ACCT,1,FALSE,2.7,46514,2.317,1.35,0.982568937,1
1063209,8/26/15,12/11/15,1/4/16,8/28/13,2/2/16,2,390779,FALSE,BS,107,-0.25,Full-time,13,TRUE,-440,0,15.75,59.75,3.396,Aug,Jan,Full-time,ACCT,1.01,FALSE,1.813,46514,2.2,1.99,0.98929237,1
1063209,1/4/16,1/22/16,1/27/16,8/28/13,2/2/16,2,390779,FALSE,BS,18,-0.5,Full-time,4,FALSE,,,13.25,73,3.396,Jan,Aug,Full-time,ACCT,1.01,FALSE,1.854,46514,2.138,2.35,0.983806419,1
1063211,1/6/15,1/26/15,1/29/15,8/28/13,,,390797,FALSE,BS,20,-0.5,Full-time,3,FALSE,,,14.25,45.5,,Jan,Aug,Full-time,CPTSC,1.01,FALSE,3.15,,3.118,1.35,0.986412193,1
1063212,1/4/16,1/22/16,1/27/16,4/14/14,9/22/16,4,390799,FALSE,BS,18,4,Full-time,3,FALSE,,,14.5,106,2.386,Jan,Aug,Full-time,ENVSC,1,TRUE,1.772,46792,2.073,2.35,0.983748165,1
1063214,1/4/16,1/22/16,1/27/16,8/28/13,,,390837,FALSE,BS,18,-0.5,Full-time,3,FALSE,,,12,75,2.825,Jan,Aug,Full-time,ATRN,1,FALSE,3.35,47304,3.195,2.35,0.998081863,1
1063215,8/28/13,12/13/13,,8/28/13,,,390840,TRUE,BS,107,,Full-time,16,TRUE,,20766,,,2.87,Aug,Unknown,Unknown,ATRN,,FALSE,,46224,,0,0.215569484,0
1063217,1/6/15,1/26/15,1/29/15,,,,390845,FALSE,Unknown,20,-0.25,Full-time,3,FALSE,,,16.25,57.25,3.252,Jan,Aug,Full-time,,1.01,FALSE,2.981,47433,2.442,1.35,0.992762999,1
1063217,1/29/15,5/14/15,8/26/15,,,,390845,FALSE,Unknown,105,-0.25,Full-time,13.5,TRUE,,0,3,60.25,3.252,Jan,Jan,Full-time,,1,FALSE,3.3,47433,2.492,1.42,0.967013542,1
1063217,8/26/15,12/11/15,1/4/16,3/20/15,2/2/16,2,390845,FALSE,BS,107,-0.25,Full-time,16,TRUE,0,0,13.5,73.75,3.252,Aug,Jan,Full-time,BIOL,1,FALSE,2.926,47433,2.583,1.99,0.998081866,1
1063219,1/29/15,5/14/15,8/26/15,1/29/14,3/26/15,2,390849,FALSE,BA,105,-0.25,Full-time,15.5,TRUE,,0,3,55.25,3.53,Jan,Jan,Full-time,GBUS,1,TRUE,2,47203,3.152,1,0.923272565,1
1063220,8/28/13,12/13/13,1/3/14,,,,390857,FALSE,Unknown,107,,Full-time,16,TRUE,,0,,,3.045,Aug,Unknown,Unknown,,,FALSE,,46806,,0,0.993426624,1
1063220,8/27/14,12/12/14,1/6/15,,,,390857,FALSE,Unknown,107,1,Full-time,15,TRUE,0,0,12,31,3.045,Aug,Jan,Full-time,,0.92,FALSE,2.4,46806,2.734,0.99,0.992762962,1
1063220,8/26/15,12/11/15,1/4/16,10/31/14,3/29/16,2,390857,FALSE,BA,107,0.5,Full-time,15.5,TRUE,,0,6,67.5,3.045,Aug,May,Full-time,POSC,1,FALSE,2.15,46806,2.857,1.99,0.992606533,1
1063221,1/29/15,5/14/15,8/26/15,8/28/13,,,390867,FALSE,BS,105,-0.25,Full-time,15,TRUE,,0,3.5,48.75,3.579,Jan,Jan,Full-time,PHYS,1,FALSE,3.743,46142,3.443,1.42,0.970601115,1
1063222,1/29/15,5/14/15,8/26/15,,,,390868,FALSE,Unknown,105,0,Full-time,15,FALSE,,0,3,28,2,Jan,Jan,Full-time,,1,TRUE,3,46962,2.044,0.42,0.856900381,1
1063223,1/29/15,5/14/15,8/26/15,,,,390937,FALSE,Unknown,105,0,Full-time,15.5,TRUE,,0,3,20,2.99,Jan,Jan,Full-time,,1,FALSE,3.7,46173,3.176,0.42,0.882491067,1
1063224,8/27/14,12/12/14,1/6/15,8/28/13,4/2/15,2,390942,FALSE,BS,107,-0.25,Full-time,17,TRUE,0,0,16,34.25,,Aug,Jan,Full-time,BIOCH,1,FALSE,2.869,22304,3.279,0.99,0.993426645,1
1063226,1/29/15,5/14/15,8/26/15,8/27/14,4/15/15,2,391093,FALSE,BA,105,0,Full-time,15.5,TRUE,,0,3,42,3.904,Jan,Jan,Full-time,BIOCH,1,FALSE,3.7,46517,2.489,0.42,0.915754192,1
1063227,1/29/15,5/14/15,8/26/15,1/12/15,4/7/16,2,391386,FALSE,BS,105,0,Full-time,13,TRUE,,0,3,26,3.9,Jan,Jan,Full-time,UND,1,FALSE,2.7,46825,3.289,0.42,0.908407604,1
1063227,1/4/16,1/22/16,1/27/16,1/12/15,4/7/16,2,391386,FALSE,BS,18,-0.25,Full-time,3,FALSE,,,14.5,53.75,3.9,Jan,Aug,Full-time,UND,1,FALSE,3.724,46825,3.264,1.35,0.987080636,1
1063228,8/28/13,12/13/13,1/3/14,8/28/13,11/13/13,2,391393,FALSE,BA,107,,Full-time,14,TRUE,,0,,,2.826,Aug,Unknown,Unknown,BIOCH,,FALSE,,49072,,0,0.992606534,1
1063228,1/29/14,5/15/14,,11/13/13,,,391393,TRUE,BA,106,0,Full-time,16,TRUE,,0,3,17,2.826,Jan,Jan,Full-time,ATRN,1,FALSE,2.3,49072,1.653,0.42,0.618572485,0
1063229,1/29/14,5/15/14,8/27/14,1/15/14,4/8/15,2,391409,FALSE,BS,106,0,Full-time,15.5,TRUE,,0,3,15,3.322,Jan,Jan,Full-time,SPMT,1,FALSE,3.7,46725,3.033,0.42,0.846019462,1
1063229,1/4/16,1/22/16,1/27/16,4/8/15,,,391409,FALSE,BS,18,-0.5,Full-time,3,FALSE,,,15.75,74.5,3.322,Jan,Aug,Full-time,SPMT,1.01,FALSE,3.748,46725,3.472,2.35,0.997638954,1
1063230,8/28/13,12/13/13,1/3/14,,,,391417,FALSE,Unknown,107,,Full-time,14,TRUE,,5569,,,3.082,Aug,Unknown,Unknown,,,FALSE,,46536,,0,0.970601129,1
1063231,1/6/15,1/26/15,1/29/15,8/28/13,4/18/16,2,391431,FALSE,BS,20,-0.5,Full-time,3,FALSE,,,13.25,45.5,,Jan,Aug,Full-time,ACCT,1.01,FALSE,3,,3.531,1.35,0.972156833,1
1063231,8/26/15,12/11/15,1/27/16,8/28/13,4/18/16,2,391431,FALSE,BS,107,-0.75,Full-time,13.5,FALSE,0,0,18.25,66.75,,Aug,Jan,Full-time,ACCT,1.01,FALSE,3.683,,3.562,1.99,0.983706983,1
1063232,8/27/14,12/12/14,1/6/15,4/2/14,8/26/15,1,391444,FALSE,BS,107,0,Full-time,12,FALSE,0,0,15.5,94.5,2.899,Aug,Jan,Full-time,EXFT,1,TRUE,2.961,46268,3.101,0.99,0.996606771,1
1063233,1/6/15,1/26/15,1/29/15,1/6/15,,,391446,FALSE,BS,20,0,Full-time,3,FALSE,,,13,45,2.534,Jan,Jan,Full-time,FIN,1,FALSE,2.715,45832,2.613,1.35,0.996606791,1
1063233,1/29/15,5/14/15,8/26/15,1/6/15,,,391446,FALSE,BS,105,0,Full-time,15.5,TRUE,,0,3,63,2.534,Jan,Jan,Full-time,FIN,1,FALSE,2,45832,2.56,1.42,0.915754182,1
1063235,8/27/14,12/12/14,1/6/15,8/27/14,2/9/15,2,391448,FALSE,BS,107,,Full-time,15,TRUE,,0,,,3.438,Aug,Unknown,Unknown,ATRN,,FALSE,,37064,,0,0.994875484,1
1063235,1/4/16,1/22/16,1/27/16,2/9/15,,,391448,FALSE,BS,18,-0.25,Full-time,3,FALSE,,,16,57.75,3.438,Jan,Aug,Full-time,SALE,1,FALSE,3.15,37064,3.299,1.35,0.992583994,1
1063236,8/27/14,12/12/14,1/6/15,8/28/13,,,391457,FALSE,BS,107,-0.25,Full-time,17,TRUE,0,0,16,34.25,,Aug,Jan,Full-time,BIOCH,1,FALSE,3.363,,3.271,0.99,0.98752376,1
1063236,1/6/15,1/26/15,1/29/15,8/28/13,,,391457,FALSE,BS,20,-0.5,Full-time,4,FALSE,,,17.25,51.5,,Jan,Aug,Full-time,BIOCH,1.01,FALSE,3.088,,3.21,1.35,0.982333905,1
1063238,1/29/15,5/14/15,8/26/15,1/9/15,12/15/15,4,391473,FALSE,BS,105,3,Full-time,14.5,TRUE,,0,0,8,3.019,Jan,Jan,Full-time,PSYC,0,FALSE,0,46303,1.582,0.42,0.3825726,1
1063239,1/4/16,1/22/16,1/27/16,1/12/15,,,391474,FALSE,BS,18,-0.25,Full-time,4,FALSE,,,15.25,50.25,3.31,Jan,Aug,Full-time,MRKT,1.01,FALSE,2,46573,2.566,1.35,0.990036981,1
1063240,8/27/14,12/12/14,1/6/15,,,,391507,FALSE,Unknown,107,,Full-time,16,TRUE,,0,,,3.867,Aug,Unknown,Unknown,,,FALSE,,47031,,0,0.996816579,1
1063240,1/6/15,1/26/15,1/29/15,,,,391507,FALSE,Unknown,20,0,Full-time,3.5,FALSE,,,16,44,3.867,Jan,Aug,Full-time,,1,FALSE,3.225,47031,3.225,0.36,0.992798163,1
1063245,8/27/14,12/12/14,1/6/15,8/27/14,,,391595,FALSE,BS,107,,Full-time,15,TRUE,,0,,,3.234,Aug,Unknown,Unknown,MRKT,,FALSE,,45879,,0,0.98698432,1
1063246,1/6/15,1/26/15,1/29/15,8/27/14,,,391733,FALSE,BS,20,0,Full-time,3,FALSE,,,12,15,3.06,Jan,Aug,Full-time,SPMT,1,FALSE,2.65,46703,2.65,0.36,0.992606528,1
1063246,8/26/15,12/11/15,1/4/16,8/27/14,,,391733,FALSE,BS,107,0,Full-time,12,TRUE,-3823,0,16,34,3.06,Aug,Jan,Full-time,SPMT,1,FALSE,2.381,46703,2.516,0.99,0.993817612,1
1063248,8/27/14,12/12/14,1/6/15,8/27/14,,,391882,FALSE,BS,107,,Full-time,16,TRUE,,0,,,3.733,Aug,Unknown,Unknown,MGMT,,FALSE,,46574,,0,0.994875498,1
1063248,1/4/16,1/22/16,1/27/16,8/27/14,,,391882,FALSE,BS,18,-0.25,Full-time,3,FALSE,,,14.75,65.75,3.733,Jan,Aug,Full-time,MGMT,1.01,FALSE,3.834,46574,3.735,1.35,0.983117906,1
1063249,1/29/14,5/15/14,8/27/14,8/28/13,,,391927,FALSE,BS,106,0,Full-time,16,TRUE,,0,3,19,,Jan,Jan,Full-time,BIOCH,1,FALSE,3.3,,3.305,0.42,0.847497561,1
1063249,1/6/15,1/26/15,1/29/15,8/28/13,,,391927,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,17,52.25,,Jan,Aug,Full-time,BIOCH,1,FALSE,3.229,,3.338,1.35,0.983266166,1
1063249,1/29/15,5/14/15,8/26/15,8/28/13,,,391927,FALSE,BS,105,-0.25,Full-time,12.5,TRUE,,0,3,55.25,,Jan,Jan,Full-time,BIOCH,1,FALSE,4,,3.375,1.42,0.935160024,1
1063249,8/26/15,12/11/15,1/4/16,8/28/13,,,391927,FALSE,BS,107,-0.5,Full-time,16,TRUE,0,0,12.75,68,,Aug,Jan,Full-time,BIOCH,1.02,FALSE,3.584,,3.413,1.99,0.992606552,1
1063249,1/4/16,1/22/16,1/27/16,8/28/13,,,391927,FALSE,BS,18,-0.75,Full-time,3,FALSE,,,16.25,84.25,,Jan,Aug,Full-time,BIOCH,1.01,FALSE,3.925,,3.511,2.35,0.982299365,1
