person_party_id,start_dt,end_dt,next_start_dt,program_start_date,program_end_date,program_exit_code,cms_user_ext_id,final_term,credential,term_length,prior_cum_credits_not_completed,full_part_time,term_attempted_credits,on_campus,delta_unmet_need,unmet_need,prior_term_earned_credits,prior_total_credit_hours,high_school_gpa,term_start_month,prior_term_start_month,prior_full_part_time,primary_major,prior_term_fraction_completed_credits,transfer,prior_term_gpa,admitted_zip_code,prior_cumulative_gpa,time_at_institution,prediction,outcome
1061327,1/29/14,5/15/14,8/27/14,8/28/13,5/14/15,2,172797,FALSE,BS,106,0,Full-time,12,FALSE,0,0,12,74,,Jan,Aug,Full-time,PPHRM,1,TRUE,2.4,46723,2.4,0.42,0.920026872,1
1061330,1/29/14,5/15/14,8/27/14,8/31/11,5/14/15,1,173793,FALSE,BA,106,-0.5,Full-time,13.5,TRUE,,0,3.5,89,2.941,Jan,Jan,Full-time,ART,1,FALSE,2.886,45891,2.925,2.41,0.957605062,1
1061331,8/26/15,12/11/15,,8/26/15,12/11/15,4,173854,TRUE,BS,107,,Full-time,15,TRUE,,20998,,,3.6,Aug,Unknown,Unknown,BIOCH,,FALSE,,46552,,0,0.327478391,0
1061333,8/27/14,12/12/14,1/6/15,8/28/13,,,173885,FALSE,BA,107,-0.25,Full-time,15,TRUE,0,0,15.75,39.75,3.859,Aug,Jan,Full-time,COMM,1.01,FALSE,3.91,46725,3.696,0.99,0.996606747,1
1061333,1/29/15,5/14/15,8/26/15,8/28/13,,,173885,FALSE,BA,105,-0.25,Full-time,15.5,TRUE,,0,3,57.75,3.859,Jan,Jan,Full-time,COMM,1,FALSE,3.7,46725,3.592,1.42,0.970533792,1
1061334,8/27/14,12/12/14,1/6/15,2/21/13,5/14/15,1,173886,FALSE,BA,107,-0.75,Full-time,15,FALSE,0,0,16.25,85.75,4.43,Aug,Aug,Full-time,COMM,1.01,FALSE,3.944,46725,3.852,2.99,0.99660675,1
1061337,1/4/16,1/22/16,1/27/16,8/26/15,3/29/16,2,174075,FALSE,BA,18,0,Full-time,3,FALSE,,,15,47,4.317,Jan,Aug,Full-time,BIOCH,1,FALSE,4,49316,4,0.35,0.989292325,1
1061338,8/28/13,12/13/13,1/3/14,9/1/10,5/15/14,1,174086,FALSE,BA,107,-0.75,Full-time,15.5,FALSE,-3146,0,13,109.75,3.937,Aug,Jan,Full-time,BIOCH,1,FALSE,3.208,85306,3.766,2.99,0.996606758,1
1061339,1/29/14,5/15/14,8/27/14,8/29/12,5/12/16,1,174087,FALSE,BS,106,-0.5,Full-time,15.5,TRUE,,1251,3,65,3.917,Jan,Jan,Full-time,CHEM,1,FALSE,4,85306,3.774,1.41,0.941839736,1
1061340,1/29/14,5/15/14,8/27/14,8/29/12,5/14/15,1,174118,FALSE,BS,106,-0.5,Full-time,16.5,TRUE,,0,3,77.5,3.697,Jan,Jan,Full-time,BIOCH,1,TRUE,4,46706,3.542,1.41,0.982299366,1
1061340,1/6/15,1/26/15,1/29/15,8/29/12,5/14/15,1,174118,FALSE,BS,20,-0.5,Full-time,3,FALSE,,,14.5,108.5,3.697,Jan,Aug,Full-time,BIOCH,1,TRUE,4,46706,3.665,2.35,0.996816591,1
1061342,8/27/14,12/12/14,1/6/15,8/27/14,4/4/16,2,174278,FALSE,BS,107,,Full-time,16,TRUE,,0,,,3.82,Aug,Unknown,Unknown,PPHRM,,FALSE,,46528,,0,0.993817597,1
1061345,1/29/14,5/15/14,,9/1/10,5/15/14,1,174334,TRUE,BS,106,-1,Full-time,13.5,FALSE,,2253,3,120.5,2.816,Jan,Jan,Full-time,SOC,1,FALSE,3.7,46582,3.483,3.41,0.954318212,1
1061346,8/27/14,12/12/14,8/26/15,,,,174346,FALSE,Unknown,107,,Part-time,3,FALSE,,0,,,3.954,Aug,Unknown,Unknown,,,FALSE,,46962,,-0.99,0.908450362,1
1061348,1/29/14,5/15/14,8/27/14,8/31/11,5/14/15,1,174442,FALSE,BS,106,-0.75,Full-time,15,TRUE,,0,3,92.75,3.795,Jan,Jan,Full-time,BIOCH,1,FALSE,4,46845,3.872,2.41,0.983117901,1
1061348,1/29/15,5/14/15,,8/31/11,5/14/15,1,174442,TRUE,BS,105,-0.75,Full-time,16,TRUE,0,0,16.5,124.25,3.795,Jan,Aug,Full-time,BIOCH,1,FALSE,3.891,46845,3.871,3.41,0.982299402,1
1061349,8/28/13,12/13/13,1/3/14,11/8/11,,,174443,FALSE,BS,107,2.75,Full-time,14.5,FALSE,0,0,12.25,55.25,2.55,Aug,Jan,Full-time,MRKT,1.02,FALSE,2.575,46750,2.243,1.99,0.996606772,1
1061349,1/29/15,5/14/15,,11/8/11,,,174443,TRUE,BS,105,9.25,Full-time,14.5,FALSE,,1,3,111.25,2.55,Jan,Jan,Full-time,MRKT,1,FALSE,3,46750,2.401,3.41,0.920009525,0
1061350,8/27/14,12/12/14,1/6/15,8/27/14,3/8/16,2,174448,FALSE,BS,107,,Full-time,13,TRUE,,3096,,,3.728,Aug,Unknown,Unknown,ATRN,,FALSE,,32773,,0,0.985519016,1
1061350,1/6/15,1/26/15,1/29/15,8/27/14,3/8/16,2,174448,FALSE,BS,20,0,Full-time,3,FALSE,,,13,24,3.728,Jan,Aug,Full-time,ATRN,1,FALSE,3.931,32773,3.931,0.36,0.982299379,1
1061350,8/26/15,12/11/15,1/4/16,8/27/14,3/8/16,2,174448,FALSE,BS,107,-0.25,Full-time,12.5,TRUE,904,4000,16.25,43.25,3.728,Aug,Jan,Full-time,ATRN,1.01,FALSE,3.869,32773,3.878,0.99,0.992979083,1
1061351,1/3/14,1/23/14,1/29/14,8/29/12,4/8/15,2,174504,FALSE,BS,20,2.75,Full-time,3,FALSE,,,14,51.75,3.73,Jan,Aug,Full-time,BIOCH,1,FALSE,2.229,46501,2.332,1.34,0.992606525,1
1061351,1/29/14,5/15/14,5/20/14,8/29/12,4/8/15,2,174504,FALSE,BS,106,2.75,Full-time,16,FALSE,,4605,3,54.75,3.73,Jan,Jan,Full-time,BIOCH,1,FALSE,4,46501,2.419,1.41,0.923272535,1
1061351,5/20/14,7/1/14,8/27/14,8/29/12,4/8/15,2,174504,FALSE,BS,42,2.5,Full-time,7,FALSE,,,16.25,71,3.73,May,Jan,Full-time,BIOCH,1.01,FALSE,1.894,46501,2.305,1.72,0.983706979,1
1061351,1/6/15,1/26/15,5/19/15,8/29/12,4/8/15,2,174504,FALSE,BS,20,6.5,Full-time,4,FALSE,,,6,81,3.73,Jan,Aug,Part-time,BIOCH,0.85,FALSE,2.443,46501,2.301,2.35,0.970601123,1
1061354,8/28/13,12/13/13,1/3/14,8/28/13,4/10/15,2,174626,FALSE,BS,107,,Full-time,15,TRUE,,197,,,3.765,Aug,Unknown,Unknown,ENGR,,FALSE,,46975,,0,0.994875465,1
1061355,8/26/15,12/11/15,1/4/16,8/26/15,,,174633,FALSE,BS,107,,Full-time,14,TRUE,,152,,,3.089,Aug,Unknown,Unknown,HIST,,FALSE,,46123,,0,0.992606538,1
1061355,1/4/16,1/22/16,1/27/16,8/26/15,,,174633,FALSE,BS,18,0,Part-time,2,FALSE,,,14,23,3.089,Jan,Aug,Full-time,HIST,1,FALSE,2.5,46123,2.5,0.35,0.983748136,1
1061358,8/26/15,12/11/15,1/4/16,8/27/14,,,174670,FALSE,BA,107,-0.25,Full-time,19,TRUE,0,0,16.25,41.25,3.43,Aug,Jan,Full-time,SOWK,1.01,FALSE,3.681,53711,3.743,0.99,0.996606737,1
1061358,1/4/16,1/22/16,1/27/16,8/27/14,,,174670,FALSE,BA,18,-0.5,Full-time,3,FALSE,,,19.25,60.5,3.43,Jan,Aug,Full-time,SOWK,1.01,FALSE,3.368,53711,3.611,1.35,0.992762948,1
1061359,1/3/14,1/23/14,1/29/14,4/12/12,5/15/14,1,174681,FALSE,BS,20,-0.75,Full-time,3,FALSE,,,18,131.75,3.922,Jan,Aug,Full-time,MATH,1,FALSE,2.35,46750,3.352,3.34,0.992606507,1
1061359,1/29/14,5/15/14,,4/12/12,5/15/14,1,174681,TRUE,BS,106,-0.75,Full-time,15,TRUE,,208,3,134.75,3.922,Jan,Jan,Full-time,MATH,1,FALSE,3.7,46750,3.36,3.41,0.965262159,1
1061360,1/3/14,1/23/14,1/29/14,4/11/13,1/26/15,1,174682,FALSE,BA,20,-6.5,Full-time,3,FALSE,,,17.25,108.5,3.769,Jan,Aug,Full-time,ENVSC,1.01,FALSE,3.318,46260,3.139,3.34,0.996816547,1
1061360,1/29/14,5/15/14,7/3/14,4/11/13,1/26/15,1,174682,FALSE,BA,106,-6.5,Full-time,13,TRUE,,1500,3,111.5,3.769,Jan,Jan,Full-time,ENVSC,1,FALSE,3.7,46260,3.161,3.41,0.970619076,1
1061360,7/3/14,8/14/14,8/27/14,4/11/13,1/26/15,1,174682,FALSE,BA,42,-6.75,Part-time,3,FALSE,,,13.25,124.75,3.769,Jul,Jan,Full-time,ENVSC,1.01,FALSE,2.938,46260,3.129,3.83,0.985518993,1
1061360,1/6/15,1/26/15,,4/11/13,1/26/15,1,174682,TRUE,BA,20,-6.75,Full-time,3,FALSE,,,16,143.75,3.769,Jan,Aug,Full-time,ENVSC,1,FALSE,3.506,46260,3.207,4.35,0.975498935,1
1061361,8/28/13,12/13/13,1/3/14,9/1/10,5/15/14,1,174764,FALSE,BA,107,-0.75,Full-time,15.5,TRUE,1483,1483,15.75,112.75,3.941,Aug,Jan,Full-time,SOC,1.01,FALSE,3.884,67063,3.801,2.99,0.994875471,1
1061361,1/29/14,5/15/14,,9/1/10,5/15/14,1,174764,TRUE,BA,106,-1,Full-time,14.5,TRUE,,1483,3,131.5,3.941,Jan,Jan,Full-time,SOC,1,FALSE,4,67063,3.836,3.41,0.952921414,1
1061362,1/29/15,5/14/15,8/26/15,8/27/14,,,174777,FALSE,BA,105,0,Full-time,16,TRUE,,0,3,34,4,Jan,Jan,Full-time,ACCT,1,FALSE,4,49112,3.844,0.42,0.923272538,1
1061362,1/4/16,1/22/16,1/27/16,8/27/14,,,174777,FALSE,BA,18,-0.5,Full-time,3,FALSE,,,16.25,66.5,4,Jan,Aug,Full-time,ACCT,1.01,FALSE,3.888,49112,3.908,1.35,0.98641171,1
1061363,1/3/14,1/23/14,1/29/14,5/22/12,5/14/15,1,175042,FALSE,BS,20,-0.5,Full-time,3,FALSE,,,15,111.5,,Jan,Aug,Full-time,ACCT,1,TRUE,4,46962,4,1.61,0.989292349,1
1061363,1/29/14,5/15/14,8/27/14,5/22/12,5/14/15,1,175042,FALSE,BS,106,-0.5,Full-time,15,FALSE,,0,3,114.5,,Jan,Jan,Full-time,ACCT,1,TRUE,4,46962,4,1.69,0.982299356,1
1061363,8/27/14,12/12/14,1/6/15,5/22/12,5/14/15,1,175042,FALSE,BS,107,-0.5,Full-time,13,FALSE,0,0,15,129.5,,Aug,Jan,Full-time,ACCT,1,TRUE,4,46962,4,2.26,0.99276297,1
1061366,8/28/13,12/13/13,1/3/14,,,,175160,FALSE,Unknown,107,,Full-time,12,TRUE,,1726,,,3.119,Aug,Unknown,Unknown,,,FALSE,,46341,,0,0.968995729,1
1061366,1/3/14,1/23/14,1/29/14,,,,175160,FALSE,Unknown,20,0,Full-time,3,FALSE,,,12,15,3.119,Jan,Aug,Full-time,,1,FALSE,3.167,46341,3.167,0.35,0.987080643,1
1061366,7/3/14,8/14/14,8/27/14,,,,175160,FALSE,Unknown,42,-0.25,Part-time,3,FALSE,,,15.25,33.25,3.119,Jul,Jan,Full-time,,1.01,FALSE,2.16,46341,2.547,0.84,0.967496087,1
1061366,1/6/15,1/26/15,1/29/15,,,,175160,FALSE,Unknown,20,-0.25,Full-time,3,FALSE,,,16,52.25,3.119,Jan,Aug,Full-time,,1,FALSE,2.938,46341,2.763,1.35,0.992762979,1
1061366,1/4/16,1/22/16,1/27/16,12/16/15,,,175160,FALSE,BS,18,-0.5,Full-time,3,FALSE,,,15.5,92.5,3.119,Jan,Aug,Full-time,EDUEN,1,FALSE,3.09,46341,2.857,2.35,0.997638948,1
1061368,8/28/13,12/13/13,1/3/14,8/28/13,,,175183,FALSE,BS,107,,Full-time,15,TRUE,,3578,,,3.816,Aug,Unknown,Unknown,ACCT,,FALSE,,48326,,0,0.992606537,1
1061369,1/4/16,1/22/16,1/27/16,8/26/15,,,175191,FALSE,BS,18,0,Full-time,3.5,FALSE,,,14,23,3.51,Jan,Aug,Full-time,PHIL,1,FALSE,3.636,46517,3.636,0.35,0.982299404,1
1061370,8/26/15,12/11/15,1/4/16,8/26/15,,,175192,FALSE,BS,107,,Full-time,15,TRUE,,0,,,3.74,Aug,Unknown,Unknown,BIOCH,,FALSE,,46517,,0,0.993620463,1
1061373,5/20/14,7/1/14,7/3/14,5/1/13,5/14/15,1,175260,FALSE,BS,42,-0.5,Part-time,3,FALSE,,,13,93,2.984,May,Jan,Full-time,EDUST,1,FALSE,3.623,46962,3.018,2.72,0.992606513,1
1061373,7/3/14,8/14/14,8/27/14,5/1/13,5/14/15,1,175260,FALSE,BS,42,-0.5,Part-time,3,FALSE,,,3,96,2.984,Jul,May,Part-time,EDUST,1,FALSE,3,46962,3.018,2.84,0.928353002,1
1061374,8/28/13,12/13/13,,8/19/13,12/13/13,1,175263,TRUE,BS,107,-0.25,Full-time,14,FALSE,,5286,3,162.25,3.601,Aug,May,Full-time,ACCT,1,TRUE,4,46760,3.074,1.99,0.985519004,1
1061375,1/6/15,1/26/15,1/29/15,8/27/14,11/8/16,2,175303,FALSE,BS,20,0,Full-time,3,FALSE,,,15,21,2.88,Jan,Aug,Full-time,ACCT,1,FALSE,2.52,46550,2.52,0.36,0.987512329,1
1061375,8/26/15,12/11/15,1/4/16,8/27/14,11/8/16,2,175303,FALSE,BS,107,0,Full-time,13,TRUE,0,0,12.5,36.5,2.88,Aug,Jan,Full-time,ACCT,1,FALSE,2.008,46550,2.259,0.99,0.993620469,1
1061375,1/4/16,1/22/16,1/27/16,8/27/14,11/8/16,2,175303,FALSE,BS,18,-0.25,Full-time,3,FALSE,,,13.25,49.75,2.88,Jan,Aug,Full-time,ACCT,1.01,FALSE,1.538,46550,2.044,1.35,0.982299336,1
1061376,8/28/13,12/13/13,1/3/14,8/28/13,4/8/15,2,175396,FALSE,BS,107,,Full-time,15.5,TRUE,,0,,,2.939,Aug,Unknown,Unknown,GBUS,,FALSE,,47240,,0,0.993426632,1
1061376,8/27/14,12/12/14,1/6/15,8/28/13,4/8/15,2,175396,FALSE,BS,107,5.75,Full-time,15,TRUE,0,0,12.25,36.75,2.939,Aug,Jan,Full-time,GBUS,0.81,FALSE,2.34,47240,2.254,0.99,0.995393591,1
1061376,1/29/15,5/14/15,8/26/15,8/28/13,4/8/15,2,175396,FALSE,BS,105,5.75,Full-time,15.5,TRUE,,0,3,54.75,2.939,Jan,Jan,Full-time,GBUS,1,FALSE,1.7,47240,2.194,1.42,0.908407595,1
1061377,1/3/14,1/23/14,1/29/14,8/29/12,4/17/14,2,175404,FALSE,BA,20,2.75,Full-time,3,FALSE,,,11.5,54.25,3.744,Jan,Aug,Full-time,BIOCH,0.79,FALSE,2.369,61061,2.864,1.34,0.983706946,1
1061377,1/6/15,1/26/15,1/29/15,4/17/14,8/10/16,4,175404,FALSE,BS,20,6.5,Full-time,3,FALSE,,,14,83,3.744,Jan,Aug,Full-time,BIOCH,1,FALSE,2.957,61061,2.746,2.35,0.994875482,1
1061377,1/29/15,5/14/15,8/26/15,4/17/14,8/10/16,4,175404,FALSE,BS,105,6.5,Full-time,16.5,TRUE,,0,3,86,3.744,Jan,Jan,Full-time,BIOCH,1,FALSE,0,61061,2.746,2.41,0.857823568,1
1061377,1/4/16,1/22/16,1/27/16,4/17/14,8/10/16,4,175404,FALSE,BS,18,6.25,Full-time,3,FALSE,,,15,117.75,3.744,Jan,Aug,Full-time,BIOCH,1,FALSE,2.313,61061,2.648,3.35,0.996606751,1
1061378,7/3/14,8/14/14,8/27/14,8/29/12,5/12/16,1,175438,FALSE,BA,42,-0.5,Part-time,3,FALSE,,,16.75,69.5,3.775,Jul,Jan,Full-time,ENG,1.01,FALSE,3.345,60177,3.133,1.84,0.993426615,1
1061378,8/26/15,12/11/15,1/4/16,8/29/12,5/12/16,1,175438,FALSE,BA,107,-0.75,Full-time,17,FALSE,0,0,17.25,108.25,3.775,Aug,Jan,Full-time,ENG,1.01,FALSE,3.171,60177,3.118,2.99,0.997638905,1
1061379,8/27/14,12/12/14,1/6/15,8/25/14,5/14/15,1,175457,FALSE,BA,107,-1,Full-time,14.5,TRUE,0,0,15.25,105,3.782,Aug,Jan,Full-time,BIOL,1.01,FALSE,3.127,46703,3.269,2.99,0.996606759,1
1061379,1/29/15,5/14/15,,8/25/14,5/14/15,1,175457,TRUE,BA,105,-1,Full-time,16.5,TRUE,,0,3,122.5,3.782,Jan,Jan,Full-time,BIOL,1,FALSE,4,46703,3.232,3.41,0.982325149,1
1061382,8/28/13,12/13/13,1/3/14,8/29/12,5/12/16,1,175576,FALSE,BA,107,0,Full-time,14.5,TRUE,0,0,14,38,3.442,Aug,Jan,Full-time,BIOCH,1,FALSE,2.679,46220,3.05,0.99,0.993620482,1
1061382,1/29/14,5/15/14,8/27/14,8/29/12,5/12/16,1,175576,FALSE,BA,106,-0.25,Full-time,15,TRUE,,0,3,55.75,3.442,Jan,Jan,Full-time,BIOCH,1,FALSE,4,46220,3.127,1.41,0.982299353,1
1061382,1/4/16,1/22/16,1/27/16,8/29/12,5/12/16,1,175576,FALSE,BA,18,-0.75,Full-time,3,FALSE,,,14,114.75,3.442,Jan,Aug,Full-time,BIOCH,1,FALSE,3.7,46220,3.332,3.35,0.996816565,1
1061384,1/3/14,1/23/14,1/29/14,4/23/13,,,175596,FALSE,BA,20,-0.25,Full-time,3,FALSE,,,15.25,46.75,3.841,Jan,Aug,Full-time,POSC,1.01,FALSE,3.8,46952,3.813,1.34,0.992606542,1
1061384,1/29/14,5/15/14,,4/23/13,,,175596,TRUE,BA,106,-0.25,Full-time,12.5,TRUE,,0,3,49.75,3.841,Jan,Jan,Full-time,POSC,1,FALSE,4,46952,3.824,1.41,0.926940002,0
1061388,8/27/14,12/12/14,1/6/15,8/27/14,,,175787,FALSE,BA,107,,Full-time,16,TRUE,,2362,,,3.4,Aug,Unknown,Unknown,SALE,,FALSE,,46582,,0,0.983706982,1
1061388,1/6/15,1/26/15,1/29/15,8/27/14,,,175787,FALSE,BA,20,0,Full-time,3,FALSE,,,16,16,3.4,Jan,Aug,Full-time,SALE,1,FALSE,3.475,46582,3.475,0.36,0.970601109,1
1061388,5/19/15,6/30/15,7/1/15,8/27/14,,,175787,FALSE,BA,42,-0.25,Part-time,4,FALSE,,,15.75,34.75,3.4,May,Jan,Full-time,SALE,1.01,FALSE,2.974,46582,3.209,0.72,0.972156838,1
1061388,7/1/15,8/12/15,8/26/15,8/27/14,,,175787,FALSE,BA,42,-0.25,Part-time,4,FALSE,,,4,38.75,3.4,Jul,May,Part-time,SALE,1,FALSE,4,46582,3.291,0.84,0.908553049,1
1061391,8/27/14,12/12/14,,8/27/14,12/19/14,4,175865,TRUE,BS,107,,Full-time,13,TRUE,,13320,,,3.701,Aug,Unknown,Unknown,BIOCH,,FALSE,,46815,,0,0.331238225,0
1061393,8/27/14,12/12/14,1/6/15,8/28/13,4/13/15,2,176015,FALSE,BA,107,4,Full-time,14,TRUE,0,0,10,28,3.17,Aug,Jan,Full-time,ATRN,0.71,FALSE,1.543,47960,2.228,0.99,0.967013519,1
1061396,8/26/15,12/11/15,1/4/16,8/26/15,5/26/16,4,176065,FALSE,BS,107,,Full-time,14,TRUE,,0,,,3.38,Aug,Unknown,Unknown,POSC,,FALSE,,46552,,0,0.993620462,1
1061397,1/3/14,1/23/14,1/29/14,2/19/13,5/14/15,1,176067,FALSE,BS,20,-0.75,Full-time,3,FALSE,,,12.5,77.25,3.616,Jan,Aug,Full-time,EXFT,1,FALSE,3.08,46552,3.076,2.34,0.998081854,1
1061397,1/29/14,5/15/14,5/20/14,2/19/13,5/14/15,1,176067,FALSE,BS,106,-0.75,Full-time,16,TRUE,,0,3,80.25,3.616,Jan,Jan,Full-time,EXFT,1,FALSE,3.7,46552,3.099,2.41,0.985983201,1
1061397,1/29/15,5/14/15,,2/19/13,5/14/15,1,176067,TRUE,BS,105,-1,Full-time,17,TRUE,,0,3,120,3.616,Jan,Jan,Full-time,EXFT,1,FALSE,4,46552,3.249,3.41,0.983806437,1
1061398,1/4/16,1/22/16,1/27/16,8/26/15,,,176068,FALSE,BS,18,-0.25,Part-time,2,FALSE,,,16.25,35.75,3.435,Jan,Aug,Full-time,EDELM,1.01,TRUE,2.988,45331,2.988,0.35,0.986984332,1
1061401,1/6/15,1/26/15,,11/6/14,1/28/15,4,176194,TRUE,BS,20,0,Full-time,3,FALSE,,,15.5,57.5,3.857,Jan,Aug,Full-time,ENVSC,1,TRUE,3.665,55330,3.665,0.36,0.992606544,0
1061402,1/29/15,5/14/15,5/19/15,10/24/13,5/12/16,1,176256,FALSE,BS,105,-0.75,Full-time,15,TRUE,,0,4,105.75,4.257,Jan,Jan,Full-time,ACCT,1,FALSE,4,46845,3.969,2.41,0.983706949,1
1061402,7/1/15,8/12/15,8/26/15,10/24/13,5/12/16,1,176256,FALSE,BS,42,-0.75,Part-time,4,FALSE,,,4,124.75,4.257,Jul,May,Part-time,ACCT,1,FALSE,4,46845,3.974,2.83,0.965262153,1
1061403,8/28/13,12/13/13,1/3/14,1/29/13,5/12/16,1,176271,FALSE,BS,107,0,Full-time,14.5,TRUE,0,0,13.5,25.5,2.987,Aug,Jan,Full-time,ACCT,1,TRUE,3.17,46940,3.17,0.57,0.985519019,1
1061403,1/29/14,5/15/14,5/20/14,1/29/13,5/12/16,1,176271,FALSE,BS,106,3,Full-time,16,TRUE,,0,0,40,2.987,Jan,Jan,Full-time,ACCT,0,TRUE,0,46940,2.797,1,0.833416828,1
1061403,7/3/14,8/14/14,8/27/14,1/29/13,5/12/16,1,176271,FALSE,BS,42,3,Part-time,3,FALSE,,,3,59,2.987,Jul,May,Part-time,ACCT,1,TRUE,2,46940,2.68,1.42,0.861463965,1
1061403,8/26/15,12/11/15,1/4/16,1/29/13,5/12/16,1,176271,FALSE,BS,107,2.75,Full-time,16,FALSE,0,0,14.25,94.25,2.987,Aug,Jan,Full-time,ACCT,1.01,TRUE,2.493,46940,2.585,2.57,0.99763889,1
1061405,8/27/14,12/12/14,1/6/15,,,,176636,FALSE,Unknown,107,,Full-time,15,TRUE,,0,,,4.01,Aug,Unknown,Unknown,,,FALSE,,97202,,0,0.996606745,1
1061405,7/1/15,8/12/15,8/26/15,1/12/15,2/19/16,2,176636,FALSE,BS,42,-0.25,Part-time,3,FALSE,,,3,43.25,4.01,Jul,May,Part-time,FIN,1,FALSE,4,97202,3.556,0.84,0.908407598,1
1061406,1/3/14,1/23/14,1/29/14,,,,176648,FALSE,Unknown,20,0,Full-time,3.5,FALSE,,,15,55,3.738,Jan,Aug,Full-time,,1,TRUE,3.54,46962,3.663,1,0.98698431,1
1061406,1/29/15,5/14/15,8/26/15,4/2/14,7/18/16,1,176648,FALSE,BS,105,-0.25,Full-time,14,FALSE,,0,3,93.25,3.738,Jan,Jan,Full-time,ECON,1,TRUE,4,46962,3.82,2.07,0.982299358,1
1061406,8/26/15,12/11/15,,4/2/14,7/18/16,1,176648,TRUE,BS,107,-0.25,Full-time,16,FALSE,0,0,14,107.25,3.738,Aug,Jan,Full-time,ECON,1,TRUE,4,46962,3.848,2.64,0.994875466,1
1061413,8/26/15,12/11/15,1/4/16,4/13/15,,,185160,FALSE,BS,107,-0.25,Full-time,17.5,TRUE,,2465,4,89.75,,Aug,May,Part-time,COMM,1,TRUE,4,46979,3.803,0.99,0.992762964,1
1061424,1/29/14,5/15/14,8/27/14,8/31/11,12/11/15,1,200891,FALSE,BS,106,3,Full-time,13.5,FALSE,,0,3,102,3.514,Jan,Jan,Full-time,ACCT,1,TRUE,1.7,46814,2.094,2.41,0.908857079,1
1061427,8/28/13,12/13/13,1/3/14,4/3/13,5/15/14,2,200924,FALSE,BA,107,-0.75,Full-time,14.5,TRUE,0,0,18.75,113.75,4.218,Aug,Jan,Full-time,BIOCH,1.01,FALSE,3.729,46725,3.641,2.99,0.995393617,1
1061427,1/3/14,1/23/14,1/29/14,4/3/13,5/15/14,2,200924,FALSE,BA,20,-0.75,Full-time,3.5,FALSE,,,14.5,128.25,4.218,Jan,Aug,Full-time,BIOCH,1,FALSE,3.772,46725,3.661,3.34,0.996606741,1
1061427,1/29/14,5/15/14,,4/3/13,5/15/14,2,200924,TRUE,BA,106,-0.75,Full-time,15,FALSE,,0,3.5,131.75,4.218,Jan,Jan,Full-time,BIOCH,1,FALSE,4,46725,3.672,3.41,0.965262144,0
1061445,8/27/14,12/12/14,1/6/15,4/22/13,11/4/14,2,221542,FALSE,BA,107,8.75,Full-time,12,FALSE,0,0,14,86.25,3.25,Aug,Jan,Full-time,MUS,1,FALSE,2.757,46725,2.495,2.99,0.983706955,1
1061445,1/6/15,1/26/15,1/29/15,11/3/14,,,221542,FALSE,BS,20,11.75,Full-time,3.5,FALSE,,,9,95.25,3.25,Jan,Aug,Full-time,MUS,0.75,FALSE,1.817,46725,2.419,3.35,0.908407613,1
1061451,1/4/16,1/22/16,1/27/16,8/26/15,2/20/17,4,223630,FALSE,BS,18,3.5,Full-time,3,FALSE,,,12,53.5,,Jan,Aug,Full-time,BIOCH,1,FALSE,3.233,46033,2.228,8.35,0.992606548,1
1061454,8/28/13,12/13/13,1/3/14,4/12/12,5/15/14,1,227678,FALSE,BS,107,-0.75,Full-time,16.5,FALSE,,0,3,105.25,3.708,Aug,May,Full-time,ENVSC,1,FALSE,4,46001,3.075,2.99,0.997638928,1
1061461,8/28/13,12/13/13,1/3/14,8/29/12,3/27/14,2,229617,FALSE,BS,107,-0.25,Full-time,15.5,TRUE,0,0,16.25,31.25,3.906,Aug,Jan,Full-time,EDELM,1.01,FALSE,3.431,46725,3.529,0.99,0.992606545,1
1061462,1/3/14,1/23/14,1/29/14,8/29/12,12/16/16,1,229658,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,14.75,53.75,4.031,Jan,Aug,Full-time,ACCT,1.01,FALSE,3.297,46818,3.373,1.34,0.985879702,1
1061462,8/27/14,12/12/14,1/6/15,8/29/12,12/16/16,1,229658,FALSE,BS,107,-0.25,Full-time,14,TRUE,0,0,16,72.75,4.031,Aug,Jan,Full-time,ACCT,1,FALSE,3.431,46818,3.383,1.99,0.997638934,1
1061463,8/28/13,12/13/13,1/3/14,8/29/12,4/4/14,2,229692,FALSE,BS,107,-0.25,Full-time,12,TRUE,1984,4000,15.25,43.25,4.212,Aug,Jan,Full-time,PPHRM,1.01,FALSE,3.347,46725,3.385,0.99,0.996606766,1
1061463,1/29/14,5/15/14,8/27/14,8/29/12,4/4/14,2,229692,FALSE,BS,106,-0.25,Full-time,15.5,TRUE,,4000,3.5,58.75,4.212,Jan,Jan,Full-time,PPHRM,1,FALSE,3.743,46725,3.124,1.41,0.915646833,1
1061463,1/4/16,1/22/16,1/31/17,4/4/14,8/10/16,2,229692,FALSE,BS,18,-0.75,Full-time,3,FALSE,,,13.5,128.25,4.212,Jan,Aug,Full-time,BIOCH,1,FALSE,3.778,46725,3.34,3.35,0.996816564,0
1061472,8/27/14,12/12/14,1/29/15,3/15/12,5/14/15,1,232905,FALSE,BS,107,-1,Full-time,12,FALSE,19717,19717,13.25,119,3.404,Aug,Jan,Full-time,SPMT,1.01,FALSE,3.538,46360,2.895,3.98,0.743514286,1
